Entrez	Chrom	Start	End	GeneSize	CDS_length
157693	8	375931	384079	8148	4013
157695	8	489803	545781	55978	3088
157697	8	614746	738106	123360	1551
1577	7	99648194	99679996	31802	1720
157724	8	86214063	86321146	107083	1867
157753	8	108606850	108787594	180744	1255
157769	8	123768439	123815452	47013	2706
157773	8	13566869	13568288	1419	1420
157777	8	66870749	66922048	51299	2373
157807	8	61057158	61501645	444487	552
157848	8	41645177	41650817	5640	2395
157855	8	36784324	36936125	151801	1013
157869	8	73064543	73124088	59545	3698
1579	1	46929177	46941484	12307	2138
157922	9	135808487	135907546	99059	8018
157927	9	135343249	135346562	3313	1924
158	22	40346461	40390463	44002	1336
1580	1	46757838	46819413	61575	581
158035	9	27245684	27284869	39185	2913
158038	9	27937617	29213601	1275984	14226
158046	9	88534033	88584274	50241	989
158055	9	136483495	136486067	2572	2572
158056	9	136850943	136860799	9856	4112
158062	9	136744017	136748525	4508	1015
158067	9	132725578	132878777	153199	1579
1581	8	58490178	58500163	9985	2877
158131	9	122614738	122615682	944	945
158135	9	121815674	122093606	277932	9206
158158	9	82979590	83063177	83587	5585
158160	10	38356356	38378505	22149	1418
1582	3	42856005	42875898	19893	1896
158219	9	15163622	15307360	143738	10339
158234	9	37753803	37778972	25169	2027
158248	9	127716079	127731590	15511	2874
158257	9	94176494	94259545	83051	1417
158293	9	93431441	93453581	22140	2613
158297	9	18858906	19049358	190452	8643
1583	15	74337759	74367646	29887	2001
158326	9	14737152	14910995	173843	2481
158358	9	5881596	6008482	126886	932
158376	9	35909490	35937153	27663	1605
158399	9	111525159	111577844	52685	2433
1584	8	142872356	142879846	7490	3540
158401	9	111686171	111795008	108837	5200
158405	9	112486827	112669397	182570	11795
158427	9	97600080	97633368	33288	3076
158431	9	96816269	96875623	59354	4442
158471	9	76611376	76906114	294738	4308
1585	8	142910559	142917843	7284	2936
158506	X	22272913	22274461	1548	1549
158511	X	152727484	152733735	6251	1037
158521	X	147981337	148026665	45328	1011
158584	X	57286706	57489193	202487	1980
158586	X	57592011	57597477	5466	5467
1586	10	102830531	102837472	6941	1750
1587	8	39451045	39522852	71807	2528
158724	X	34129752	34132314	2562	2563
158747	X	14873421	14922327	48906	4183
158763	X	131058346	131089885	31539	2985
158787	X	53422690	53431120	8430	864
158798	X	119895837	119920716	24879	793
1588	15	51208057	51338601	130544	4403
158800	X	120109051	120245267	136216	747
158801	X	120178488	120245284	66796	573
158809	X	26192440	26195646	3206	1949
158830	X	71103889	71106788	2899	834
158833	X	70234655	70240659	6004	570
158835	X	70040542	70049938	9396	2124
158866	X	75368427	75523502	155075	5578
158880	X	55484616	55489848	5232	4643
1589	6	32038327	32041644	3317	842
158931	X	102140476	102142970	2494	1104
158983	X	104011147	104013708	2561	915
159	1	244408494	244451909	43415	2555
159013	X	40626921	40647561	20640	4895
159090	X	134769566	134797232	27666	4246
159091	X	134796395	134854835	58440	2157
1591	20	54153446	54173986	20540	3278
159119	Y	18731440	18773735	42295	1038
159163	Y	22168542	22182982	14440	1862
159195	10	73497538	73626117	128579	4370
1592	10	93073475	93077885	4410	2245
159296	10	99532942	99536524	3582	2088
1593	2	218781749	218815293	33544	2566
159371	10	93893973	93956062	62089	3490
1594	12	57762334	57768986	6652	2372
1595	7	92084987	92134803	49816	2106
159686	10	104353833	104455102	101269	3256
159963	11	26667020	26723427	56407	6285
159989	11	93329971	93438487	108516	1964
16	16	70251983	70289707	37724	3768
160	19	49767001	49807114	40113	3357
1600	1	56994778	58546734	1551956	5301
160065	11	125746279	125749867	3588	1541
1601	5	39371675	39462300	90625	4537
160140	11	108308519	108467531	159012	1263
1602	13	71437966	71867204	429238	5245
160287	11	18455824	18479601	23777	1716
160298	11	6205557	6211135	5578	1154
1603	14	22564907	22589224	24317	339
160335	12	82686880	83134870	447990	3304
160364	12	9951316	9995694	44378	1428
1604	1	207321519	207386804	65285	1548
160418	12	88142296	88199887	57591	574
160419	12	87980035	88034037	54002	1711
160428	12	105019784	105107643	87859	7403
160492	12	25409307	25648579	239272	636
1605	3	49468713	49535618	66905	5563
160518	12	31382226	31591136	208910	9506
1606	12	55927319	55954027	26708	556
160622	12	52006946	52015889	8943	1952
1607	7	14145049	14974777	829728	6917
160728	12	101155493	101210238	54745	4009
160760	12	110533245	110583318	50073	4994
160762	12	110846769	110907535	60766	805
160777	12	119334712	119541040	206328	886
1608	3	186105668	186362234	256566	295
160851	13	42040036	42256578	216542	17497
160857	13	43823909	43879740	55831	704
160897	13	94601857	94634661	32804	8884
1609	4	958887	986895	28008	4649
161	11	924881	1012245	87364	804
1610	12	108858932	108901043	42111	1146
161003	13	38965925	38990859	24934	1886
1611	5	10679230	10761234	82004	2301
161142	14	67189393	67228550	39157	543
161145	14	67447084	67533739	86655	2812
161159	14	68978862	68987463	8601	599
161176	14	95407266	95516650	109384	13488
161198	14	38254000	38256093	2093	2094
1612	9	87497228	87708634	211406	5743
161247	14	24130659	24132849	2190	1808
161253	14	22883222	22887678	4456	1331
161291	14	61277370	61281761	4391	3969
1613	19	3958453	3971123	12670	2286
161357	14	46840092	47675605	835513	5726
161394	14	77376689	77392163	15474	412
161424	14	24299850	24309124	9274	6045
161436	14	88612431	88792953	180522	9771
161497	15	43599563	43618800	19237	5515
1615	2	135905881	135986100	80219	3099
161502	15	81007033	81149179	142146	574
161514	15	73873564	73889214	15650	1005
161582	15	55410525	55508234	97709	1299
1616	6	33318558	33323016	4458	2558
1617	Y	23129355	23199010	69655	4335
161725	15	31475398	31870789	395391	10964
161742	15	38252836	38357249	104413	7270
161753	15	75724041	75727688	3647	1132
161779	15	34102083	34108686	6603	6604
1618	3	16586792	16670306	83514	3104
161823	15	43330672	43354569	23897	4268
161829	15	41182725	41230757	48032	2942
161835	15	39588357	39782841	194484	988
161882	16	88453280	88537031	83751	5432
161931	16	84191138	84197168	6030	2283
162	22	29327680	29388583	60903	3560
1620	9	119153458	119369435	215977	572
162073	16	19113932	19121629	7697	2008
162083	16	27066927	27069166	2239	2240
1621	9	133636363	133659329	22966	2745
1622	2	119366924	119372550	5626	654
162239	16	75148494	75172236	23742	3287
162282	17	55882301	56517016	634715	4394
162333	17	62701314	62808344	107030	566
162387	17	8797110	8799365	2255	2256
162394	17	35243071	35273655	30584	2540
162417	17	44004622	44009068	4446	2114
162427	17	42579513	42610623	31110	4149
162461	17	50271406	50281485	10079	2767
162466	17	49223366	49230787	7421	2071
162494	17	32265832	32324659	58827	5003
162514	17	3510502	3557812	47310	5050
162515	17	7041621	7044092	2471	1726
162517	17	6776215	6797101	20886	1685
162540	17	45844881	45847067	2186	2187
162605	17	40792196	40799959	7763	1692
162655	18	14057457	14132490	75033	772
162681	18	54357906	54385218	27312	5703
1627	5	177456608	177474401	17793	2995
1628	19	48630030	48637379	7349	2170
1629	1	100186919	100249834	62915	10799
162962	19	52153864	52171643	17779	612
162963	19	52336243	52367778	31535	2921
162966	19	52749942	52786807	36865	2987
162967	19	52860851	52897693	36842	3897
162968	19	58354357	58362848	8491	3465
162972	19	57535257	57559863	24606	515
162979	19	45071500	45076478	4978	1634
162989	19	42198598	42220140	21542	1882
162993	19	9751993	9793180	41187	1580
162998	19	9178979	9188818	9839	3157
163	17	35578046	35726413	148367	552
1630	18	52340197	53535899	1195702	10181
163033	19	55576774	55580848	4074	2922
163049	19	12610918	12633840	22922	6412
163050	19	12525373	12551542	26169	2885
163051	19	12461184	12513854	52670	4897
163059	19	12014715	12035741	21026	2283
163071	19	48270081	48287608	17527	2499
163081	19	36687612	36727701	40089	542
163087	19	37217926	37248740	30814	562
163126	19	39538707	39540161	1454	1455
163131	19	40028260	40056231	27971	8687
163154	19	5782960	5784746	1786	1640
163175	19	35124513	35142451	17938	2673
163183	19	36003307	36008813	5506	713
1632	16	2239402	2252300	12898	1507
163223	19	22179089	22215801	36712	2946
163227	19	21722771	21767579	44808	5691
163255	19	37551406	37614179	62773	3147
163259	1	114582848	114670422	87574	5701
1633	4	70992538	71030914	38376	428
163351	1	89364059	89388160	24101	4685
1634	12	91140484	91183217	42733	6850
163404	1	98890245	99227929	337684	3983
163479	1	108712908	108742749	29841	3090
163486	1	197504748	197775696	270948	8365
1635	4	182890060	182917936	27876	1829
163589	1	179591613	179691272	99659	3632
163590	1	179839967	179877803	37836	7905
1636	17	63477061	63498380	21319	539
163688	1	1915108	1917296	2188	769
163702	1	24154168	24187959	33791	4566
163720	1	46843095	46900437	57342	1436
163732	1	40861054	40862363	1309	1310
163742	1	53437035	53440020	2985	2531
163747	1	54806063	54842252	36189	1777
163778	1	152970648	152972574	1926	751
163782	1	62236165	62319434	83269	5499
163786	1	100083563	100132955	49392	3972
1638	13	94436811	94479682	42871	5074
163859	1	225982702	225999343	16641	3987
163882	1	246566444	246668595	102151	2767
1639	2	74361154	74392087	30933	4479
163933	1	20552573	20555020	2447	2448
164	16	71729000	71809201	80201	6602
164045	1	91260766	91404856	144090	2667
164091	1	25861484	25875708	14224	3023
1641	X	111293779	111412429	118650	8918
164118	1	156579723	156587719	7996	2958
164127	1	223393415	223395465	2050	2051
164153	1	110112443	110113947	1504	1505
1642	11	61299451	61342596	43145	4245
164237	20	45702038	45708817	6779	1350
164284	20	58459101	58515399	56298	3887
1643	11	47214465	47239217	24752	556
164312	20	6040546	6054060	13514	3128
164395	20	31870634	31945000	74366	3620
1644	7	50458436	50565405	106969	1938
1645	10	4963253	4983283	20030	2637
164592	22	21632716	21637329	4613	1913
1646	10	4987775	5018031	30256	3215
164633	22	29720003	29731833	11830	3334
164656	22	37065436	37109713	44277	3194
164668	22	39097224	39104067	6843	1046
164684	22	41998725	42058456	59731	1423
1647	1	67685201	67688334	3133	902
164714	22	50018575	50058298	39723	2651
164781	2	227871054	227924344	53290	2476
164832	2	100271875	100322501	50626	15096
1649	12	57516588	57521737	5149	872
165	7	44104345	44114562	10217	4097
1650	1	20651767	20661544	9777	2126
165055	2	108786757	108885477	98720	2250
165082	2	26308173	26346817	38644	4012
165100	2	231592864	231594276	1412	1413
165140	2	42762499	42764135	1636	1637
165186	2	28956611	29052230	95619	720
1652	22	23970542	23980525	9983	3649
165215	2	186694060	186765959	71899	5731
165257	2	119156243	119158751	2508	1525
1653	2	15591178	15634346	43168	2807
165324	2	23927285	24004909	77624	2195
1654	X	41333348	41364472	31124	553
1655	17	64498254	64508199	9945	3684
165530	2	70808643	70820599	11956	2474
165545	2	74518131	74526281	8150	1688
1656	11	118747763	118791164	43401	6128
165631	3	122577628	122639047	61419	4439
165679	3	161344798	161372880	28082	1734
1657	5	119037772	119249138	211366	577
165721	3	128462437	128466968	4531	3365
165829	3	120164645	120285222	120577	4154
1659	17	43483865	43610338	126473	590
165904	3	39183210	39192596	9386	6040
165918	3	196468783	196503768	34985	5347
166	19	3052910	3063107	10197	3274
1660	1	182839347	182887982	48635	4493
166012	3	126524155	126543291	19136	1917
1662	11	108665058	108940999	275941	2254
1663	12	31073860	31104799	30939	1561
166336	3	64092236	64445476	353240	9947
166348	3	127915232	127987671	72439	5727
166378	4	122923070	123319433	396363	3414
166379	4	122732702	122744942	12240	3431
1665	4	24517441	24584554	67113	470
1666	8	90001405	90053633	52228	816
166614	4	150078445	150257438	178993	4075
166647	4	22345071	22516066	170995	682
166655	4	165016458	165041749	25291	2702
1667	8	6977649	6980092	2443	498
166752	4	143577302	143700675	123373	6729
166785	4	145599042	145660033	60991	684
166793	4	4290251	4321786	31535	2380
1668	8	7015869	7018297	2428	494
166815	4	89111533	89114901	3368	3186
166824	4	73571550	73620631	49081	5882
166863	4	154781213	154828813	47600	2315
1669	8	6935820	6938306	2486	587
166929	4	107824563	107915047	90484	582
166968	5	56919602	56971675	52073	5210
166979	5	55112971	55173177	60206	2946
167	6	49834257	49877096	42839	1793
1670	8	7055304	7056739	1435	454
1671	8	6924697	6926076	1379	465
167127	5	36035021	36071358	36337	2342
167153	5	79612120	79688246	76126	781
1672	8	6870592	6877936	7344	375
167227	5	112976702	113022195	45493	8029
1673	8	7894677	7896716	2039	337
167359	5	43192071	43280850	88779	721
1674	2	219418377	219426735	8358	2243
167410	5	97091867	97142753	50886	3765
167465	5	72439903	72507410	67507	6262
1675	19	859453	867884	8431	999
167555	5	80487969	80542563	54594	508
1676	1	10456522	10472529	16007	6035
167681	6	83512534	83525704	13170	2444
167691	6	79484991	79537458	52467	4564
1677	1	3857267	3885429	28162	649
1678	X	101345661	101348742	3081	1494
167826	6	137492199	137494394	2195	2196
167838	6	139239083	139291998	52915	959
168002	6	168292830	168319777	26947	2028
168090	6	165279664	165309605	29941	770
168374	7	65373799	65401136	27337	3165
168391	7	151956379	152019929	63550	1678
168400	X	22999960	23003589	3629	3630
168417	7	64228474	64266931	38457	1567
168433	7	122697735	122699117	1382	1383
168448	7	48924547	48927454	2907	2908
168451	7	108554543	108569750	15207	425
168455	7	106654360	106661158	6798	6799
168507	7	47740202	47948466	208264	1871
168537	7	150514872	150521073	6201	1214
168544	7	149764182	149773588	9406	913
168620	7	98211439	98215457	4018	3262
168667	7	33904308	34156427	252119	647
1687	7	24698355	24757940	59585	2250
168850	7	127346790	127431924	85134	1478
168975	8	86866415	87615219	748804	1624
1690	14	30874514	30895065	20551	2582
169026	8	116950273	117176714	226441	1393
169044	8	138588235	138914041	325806	3584
169166	8	100572889	100663415	90526	2450
169200	8	90621995	90791632	169637	4663
169270	8	232137	264703	32566	643
169355	8	39934614	40016392	81778	4264
169436	9	133376366	133406096	29730	2826
169522	9	2717510	2730037	12527	2178
169611	9	124777133	124814885	37752	1067
169693	9	68536580	68540883	4303	1261
169714	9	136206333	136245812	39479	4501
169792	9	3824127	4348392	524265	6667
169834	9	112988129	113012192	24063	11370
169841	9	94259298	94303967	44669	2374
169966	X	80335504	80445311	109807	3028
169981	X	56818298	56995827	177529	3070
170062	X	34942796	34944915	2119	2120
170067	X	24308210	24314069	5859	5860
170082	X	13653112	13681964	28852	1600
170261	X	118823824	118826968	3144	2197
170302	X	25003694	25016420	12726	2893
170370	10	49131154	49134021	2867	1414
170371	10	49154725	49188585	33860	1971
170384	10	73772276	73780251	7975	2071
170392	10	72893584	72933036	39452	1602
170394	10	132397168	132417859	20691	2013
170425	10	84267747	84294659	26912	1400
170463	19	18418864	18434562	15698	865
170482	12	7729383	7751605	22222	1314
170487	20	33666943	33668525	1582	1583
170506	3	154272546	154324487	51941	6723
170572	3	184053047	184060673	7626	1699
170575	7	150716606	150724284	7678	560
170589	11	64934471	64935893	1422	752
170591	5	76850001	76921650	71649	1017
170622	13	75525214	75549439	24225	1669
170626	X	52862525	52868083	5558	489
170627	X	52811287	52818301	7014	721
170679	6	31114750	31140092	25342	3827
170680	6	31137534	31139066	1532	868
170685	X	51332231	51337525	5294	2001
170689	11	130448645	130476645	28000	6006
170690	5	5140330	5320304	179974	2682
170691	15	99971437	100342005	370568	6329
170692	16	77247813	77435034	187221	349
170712	4	46734827	46909245	174418	617
170825	4	54099523	54102498	2975	461
170850	2	42442017	42493982	51965	3709
170954	6	30676389	30687895	11506	1448
170958	19	53365693	53392217	26524	537
170959	19	21142024	21196053	54029	1971
170960	4	425815	499156	73341	1679
170961	19	4182689	4224814	42125	3838
171017	12	6666477	6689572	23095	3407
171019	5	129460281	129738683	278402	684
171023	20	32358330	32439319	80989	3146
171024	4	118850688	119061247	210559	3934
171169	19	48606742	48607714	972	973
171177	15	40872214	40874234	2020	1650
171222	13	30422488	30429758	7270	2176
171389	11	278407	285388	6981	2923
171391	11	777570	785231	7661	1824
171392	19	23525631	23687220	161589	1444
171425	13	99606669	99909459	302790	6771
171482	X	8790795	8801383	10588	1519
171483	X	9024232	9295682	271450	2047
171484	X	13035617	13044682	9065	1077
171546	14	34432788	34462240	29452	2662
171558	6	42915989	42925838	9849	1005
171568	22	41525799	41544606	18807	4468
171586	18	21650901	21704780	53879	2029
1716	2	73926826	73958961	32135	1029
1717	11	71428193	71452868	24675	979
1718	1	54849627	54887195	37568	4233
1719	5	80626226	80654983	28757	3919
172	16	89972581	90002161	29580	2799
1723	16	72008588	72027664	19076	4824
1725	19	12675717	12681880	6163	553
1727	22	42615730	42720870	105140	1238
1728	16	69706996	69726668	19672	891
1729	5	141515016	141619055	104039	2606
173	4	73481745	73504001	22256	1997
1730	X	96684712	97604997	920285	3730
